label,notes
half-diminished,"[28, 37, 43, 46, 51]"
major-seventh,"[28, 39, 44, 47, 51]"
dominant,"[28, 30, 32, 35]"
minor-seventh,"[28, 35, 38, 42, 43]"
dominant-ninth,"[28, 32, 38, 42, 48]"
dominant,"[28, 32, 38, 42, 49]"
dominant-ninth,"[28, 38, 42, 44, 50]"
major-seventh,"[28, 39, 42, 44]"
major-seventh,"[28, 39, 44, 47, 54]"
dominant,"[28, 38, 42, 46, 49]"
major-seventh,"[28, 35, 39, 44]"
minor-seventh,"[28, 35, 38, 43]"
dominant,"[28, 34, 40, 43]"
minor-seventh,"[28, 31, 35, 38, 43]"
dominant,"[28, 38, 42, 44]"
dominant,"[28, 38, 42, 47, 52]"
minor-seventh,"[28, 38, 42]"
dominant,"[28, 38, 42, 45]"
dominant,"[28, 38, 44, 47, 50]"
minor-seventh,"[28, 38, 42, 43, 47]"
dominant,"[28, 38, 52]"
minor-seventh,"[28, 31, 35, 38, 43]"
dominant,"[28, 38, 42, 44]"
major-sixth,"[33, 37, 40]"
suspended-fourth,"[28, 38, 41, 45]"
dominant,"[28, 38, 44, 48, 52]"
minor-seventh,"[31, 38, 42, 47]"
dominant,"[32, 37, 41, 47]"
minor-seventh,"[28, 38, 47, 50, 55]"
dominant-13th,"[28, 32, 38, 42, 49]"
dominant-13th,"[28, 50, 54, 62]"
dominant,"[28, 38, 44, 47, 53]"
major-seventh,"[28, 39, 47, 51, 56]"
minor-seventh,"[28, 38, 43, 45, 54]"
minor-seventh,"[28, 38, 40, 43, 52]"
major-seventh,"[28, 39, 44, 47]"
dominant,"[28, 38, 42, 45, 52]"
minor-seventh,"[28, 38, 46, 50, 57]"
dominant,"[28, 38, 41, 44, 52]"
minor-seventh,"[28, 38, 40, 43]"
dominant,"[28, 38, 42, 49]"
minor-seventh,"[28, 38, 47, 52, 55]"
dominant,"[16, 32, 38, 41, 46]"
minor-seventh,"[28, 38, 47, 55]"
dominant,"[28, 38, 41, 44, 49]"
half-diminished,"[28, 31, 34, 39]"
major-seventh,"[32, 35, 39]"
minor-seventh,"[28, 38, 43]"
dominant,"[28, 38, 42, 47]"
major-seventh,"[28, 47, 51, 56]"
half-diminished,"[31, 37, 39, 46]"
minor-seventh,"[28, 35, 38, 43]"
minor-seventh,"[28, 38, 47, 50, 54]"
dominant,"[28, 38, 46, 50, 56]"
dominant,"[28, 34, 44, 50, 54, 58]"
major-seventh,"[28, 47, 51, 56]"
dominant,"[16, 38, 43, 46]"
dominant,"[16, 42, 46, 49]"
dominant,"[16, 38, 43]"
minor-seventh,"[28, 38, 43, 47, 50]"
dominant,"[28, 38, 41, 47]"
minor-seventh,"[28, 38, 47, 50, 55]"
dominant,"[28, 38, 42, 44]"
major-seventh,"[28, 44, 46, 51]"
dominant-ninth,"[28, 40, 42, 46]"
dominant,"[28, 38, 43, 55, 62]"
dominant,"[28, 32, 40, 48, 55]"
minor-seventh,"[28, 38, 40, 42]"
dominant,"[28, 40, 42, 44, 50]"
minor-seventh,"[33, 45, 47, 49, 55]"
minor-seventh,"[33, 45, 47, 49, 55]"
minor-seventh,"[28, 31, 35, 38]"
minor-seventh,"[28, 31, 35, 38]"
diminished,"[28, 34, 40, 46]"
minor-seventh,"[27, 39, 47]"
minor-seventh,"[27, 39, 47]"
minor-seventh,"[26, 28, 38, 40]"
minor-seventh,"[26, 28, 38, 40]"
dominant-ninth,"[23, 28, 30, 35, 40, 44]"
suspended-fourth,"[28, 28, 33, 38, 45]"
dominant,"[32, 47, 49]"
dominant-ninth,"[28, 35, 42, 44, 47]"
dominant-ninth,"[28, 32, 35, 42, 44, 47]"
dominant,"[28, 32, 38, 48, 55]"
diminished,"[28, 34, 43, 46]"
major,"[32, 40, 47, 52]"
dominant,"[28, 38, 42, 44, 49]"
minor-seventh,"[28, 38, 40, 43, 45]"
dominant,"[28, 38, 40, 42, 54, 59]"
minor-seventh,"[28, 31, 42, 43, 47]"
minor-seventh,"[19, 35, 40, 42]"
dominant-ninth,"[32, 40, 42, 51]"
major,"[28, 35, 44, 52]"
dominant,"[28, 35, 38, 40, 44, 47]"
diminished,"[28, 34, 37, 43]"
major-sixth,"[28, 35, 37, 44]"
dominant,"[32, 38, 40, 50]"
minor,"[28, 33, 35, 43]"
dominant,"[32, 38, 40, 47]"
minor,"[26, 31, 33, 35, 40]"
major-minor,"[28, 37, 40, 42, 43, 49]"
dominant,"[28, 32, 37, 38, 44]"
major,"[32, 42, 49, 51]"
suspended-fourth,"[28, 33, 38, 40, 45, 54]"
dominant,"[28, 32, 38, 40, 44]"
dominant,"[28, 32, 38, 40, 44]"
minor-seventh,"[28, 35, 42, 43, 47, 57]"
suspended-fourth,"[33, 38, 41, 49]"
dominant,"[28, 38, 42]"
dominant,"[28, 38, 42]"
dominant-ninth,"[28, 42, 44, 46]"
major,"[33, 40, 43, 67]"
diminished,"[37, 43, 46]"
minor-seventh,"[28, 31, 42, 45]"
dominant,"[20, 26, 28, 34, 38]"
minor-seventh,"[35, 50, 55]"
minor-seventh,"[35, 50, 55]"
dominant,"[20, 35, 42]"
major,"[32, 44, 47, 52]"
major,"[28, 39, 42, 44]"
major,"[28, 39, 42, 44]"
dominant-ninth,"[28, 44, 47, 56]"
dominant,"[32, 35, 38]"
dominant,"[28, 35, 42, 52]"
dominant-ninth,"[28, 35, 44, 47]"
dominant,"[28, 38, 62]"
dominant,"[28, 38, 55]"
minor-seventh,"[16, 31, 35]"
minor-seventh,"[26, 31, 38]"
minor,"[28, 43, 51]"
suspended-fourth,"[28, 33, 42, 52]"
dominant,"[28, 38, 47]"
dominant,"[28, 38, 45]"
minor-seventh,"[28, 38, 45, 47]"
major,"[23, 32, 49]"
dominant,"[28, 32, 44]"
major,"[28, 35, 39, 45]"
dominant,"[26, 32, 52]"
dominant,"[37, 41, 47, 52]"
minor-seventh,"[35, 43, 50]"
dominant,"[28, 35, 50]"
minor-seventh,"[33, 40, 45, 52]"
dominant,"[33, 40, 45, 52]"
dominant,"[33, 40, 45, 52]"
major,"[23, 28, 35, 39]"
minor,"[28, 35, 43, 59]"
dominant,"[20, 28, 35]"
minor-seventh,"[21, 31, 38, 43, 45]"
major,"[28, 39, 44]"
major,"[32, 47, 56]"
diminished,"[28, 43, 58]"
minor-seventh,"[28, 43, 47]"
suspended-fourth,"[28, 38, 48, 49]"
major,"[28, 35, 44, 47]"
minor,"[28, 43, 50]"
major,"[32, 35, 42, 47, 52]"
major,"[28, 35, 44, 49]"
major,"[28, 35, 39, 51]"
major-sixth,"[28, 37, 44]"
minor-seventh,"[28, 38, 43, 54]"
major-sixth,"[28, 38, 43, 54]"
major-sixth,"[28, 38, 43, 54]"
dominant,"[28, 32, 38, 50]"
major-sixth,"[37, 44, 47]"
major-sixth,"[37, 44, 47]"
dominant,"[19, 23, 26, 28, 32, 35, 40]"
suspended-fourth,"[28, 38, 40, 45]"
minor-seventh,"[35, 40, 57]"
dominant,"[28, 44, 73]"
minor-seventh,"[28, 43, 52]"
suspended-fourth,"[28, 35, 38, 40, 52]"
minor,"[28, 43, 54]"
suspended-fourth,"[28, 38, 46]"
major,"[28, 44, 47]"
minor-seventh,"[26, 28, 31, 42]"
major,"[35, 44, 68]"
dominant,"[28, 32, 46]"
minor-seventh,"[23, 38, 57]"
suspended-fourth,"[28, 38, 45]"
dominant,"[28, 32, 38, 40, 47]"
dominant,"[28, 40, 48]"
minor-seventh,"[28, 43, 47]"
major,"[32, 47, 59]"
major-minor,"[28, 43, 63]"
dominant,"[28, 38, 40]"
major,"[28, 35, 44, 47]"
diminished,"[23, 37, 49]"
major,"[23, 28, 37, 45]"
dominant,"[28, 32, 41, 55]"
major,"[28, 35, 44]"
dominant,"[26, 32, 47]"
dominant,"[37, 41, 49, 73]"
dominant,"[26, 30, 32, 37, 38, 42, 50, 54]"
dominant,"[28, 40, 42, 54]"
suspended-fourth,"[28, 33, 35, 44]"
minor-seventh,"[28, 40, 42, 66]"
major,"[32, 42, 44, 47, 52]"
diminished,"[28, 40, 43, 48, 51]"
minor-seventh,"[28, 38, 40, 45, 47, 54]"
major,"[28, 44, 47, 49, 51, 54]"
suspended-fourth,"[28, 33, 42, 50]"
dominant,"[23, 28, 41]"
major,"[28, 44, 54]"
dominant,"[26, 32, 50]"
dominant,"[28, 38, 40, 54]"
minor-seventh,"[16, 31, 35, 45]"
minor-seventh,"[28, 43, 47]"
dominant,"[28, 38, 46]"
minor-seventh,"[35, 47, 59]"
minor-seventh,"[28, 38, 42]"
dominant,"[28, 38, 40, 51]"
minor-seventh,"[26, 31, 33, 35, 40]"
major,"[23, 28, 35, 47]"
dominant-ninth,"[28, 42, 44, 59]"
major,"[28, 35, 44, 47]"
minor-seventh,"[28, 38, 40, 42, 43, 43]"
diminished,"[28, 37, 40, 43, 46, 49]"
minor-seventh,"[28, 38, 40, 43, 47]"
suspended-fourth,"[28, 33, 35, 38, 47]"
dominant,"[28, 38, 44, 53, 61]"
major,"[28, 32, 44, 49]"
minor,"[28, 35, 43, 47, 49, 55, 61]"
minor-seventh,"[28, 35, 40, 42, 45, 47, 54]"
dominant,"[16, 31, 38, 44, 46, 50]"
dominant,"[28, 44, 49, 50, 56]"
major,"[32, 42, 44, 47, 51]"
suspended-fourth,"[28, 33, 38, 45, 54]"
dominant,"[32, 41, 46]"
major-minor,"[28, 31, 35, 39, 47, 51, 57]"
suspended-fourth,"[28, 33, 38, 42, 49]"
dominant,"[28, 32, 38, 40, 47]"
major,"[28, 44, 46, 58]"
dominant,"[28, 62, 74]"
dominant,"[28, 38, 47, 59]"
minor-seventh,"[23, 38, 52, 64]"
major,"[32, 35, 39, 40]"
minor-seventh,"[33, 40, 43, 45, 47, 59, 71]"
dominant,"[28, 35, 40, 42, 44, 46, 49, 54]"
minor-seventh,"[28, 35, 38, 40, 43, 50]"
minor-seventh,"[28, 36, 43, 48, 60]"
major-sixth,"[28, 44, 51, 54]"
suspended-fourth,"[28, 38, 45]"
minor-seventh,"[28, 43, 55]"
minor-seventh,"[28, 43, 60, 72]"
major,"[28, 44, 50, 51, 62, 63]"
suspended-fourth,"[28, 38, 40, 42, 50]"
minor-seventh,"[28, 43, 62]"
minor-seventh,"[28, 43, 67]"
suspended-fourth,"[28, 42, 45]"
minor-seventh,"[28, 43, 50]"
minor-seventh,"[28, 43, 64]"
major,"[28, 44, 63]"
suspended-fourth,"[28, 40, 42, 47]"
major,"[28, 35, 40, 44, 52, 52]"
dominant,"[28, 35, 44, 51, 56]"
major,"[28, 35, 40, 44, 52]"
minor-seventh,"[16, 24, 31, 38, 43, 52]"
dominant,"[16, 28, 35, 37, 40, 49]"
major,"[16, 32, 44]"
major,"[16, 28, 44, 47, 56]"
major,"[16, 28, 44, 47, 51, 56]"
major,"[16, 28, 40, 44, 52]"
minor-seventh,"[16, 28, 31, 40, 43]"
dominant,"[16, 28, 44, 50, 56]"
major,"[20, 32, 40, 47, 52]"
major,"[16, 28, 44, 47, 56]"
major,"[20, 32, 52, 59, 64]"
major,"[16, 28, 44, 47, 56]"
dominant-ninth,"[16, 28, 40, 42, 44, 47]"
major,"[16, 28, 39, 42, 44, 47]"
dominant,"[37, 42, 45]"
dominant,"[16, 23, 32, 35, 42]"
dominant-ninth,"[16, 28, 35, 42, 44, 47]"
major,"[16, 28, 44, 52, 56]"
major,"[23, 35, 51, 59, 63]"
major,"[16, 23, 39, 40]"
major,"[16, 32, 47, 51, 54]"
major,"[16, 28, 49, 52]"
major,"[16, 28, 40, 44, 47]"
minor-seventh,"[31, 38, 40, 47]"
minor-seventh,"[28, 35, 38, 43]"
major-minor,"[31, 39, 42, 47]"
minor-sixth,"[37, 43, 47, 52]"
minor-sixth,"[28, 35, 37, 43]"
major-sixth,"[32, 35, 37, 40]"
diminished,"[31, 34, 37, 40]"
major-sixth,"[32, 35, 37, 40]"
diminished,"[31, 34, 37, 40]"
major-sixth,"[28, 32, 35, 37, 40]"
dominant,"[28, 38, 41, 44, 47]"
major-sixth,"[28, 35, 37, 40, 44]"
dominant,"[28, 41, 44, 47, 50]"
major-sixth,"[28, 37, 40, 44, 47]"
dominant,"[28, 44, 47, 50, 53]"
major-sixth,"[28, 40, 44, 47, 49]"
dominant,"[28, 47, 50, 53, 56]"
major-sixth,"[28, 44, 47, 49, 52]"
other,"[37, 40, 43, 46]"
dominant,"[28, 44, 47, 50, 53]"
major-sixth,"[28, 32, 35, 37, 40]"
major-sixth,"[25, 32, 35, 40]"
major-sixth,"[32, 35, 37, 40]"
major-sixth,"[25, 32, 35, 40]"
other,"[31, 34, 37, 40]"
other,"[37, 43, 46, 52]"
major-sixth,"[32, 35, 37, 40]"
other,"[31, 34, 37, 40]"
major-sixth,"[35, 37, 40, 44]"
other,"[31, 34, 37, 40]"
major-sixth,"[32, 35, 37, 40]"
major-sixth,"[25, 32, 35, 37, 40]"
other,"[37, 43, 46, 49, 52]"
major-sixth,"[28, 35, 37, 40, 44]"
other,"[37, 43, 46, 49, 52]"
major-sixth,"[25, 32, 35, 37, 40]"
major-sixth,"[40, 44, 47, 49]"
major-sixth,"[25, 28, 32, 35]"
major-sixth,"[28, 37, 40, 47]"
minor-seventh,"[31, 35, 38, 40]"
other,"[39, 42, 45, 48]"
minor-seventh,"[26, 31, 35, 40]"
other,"[33, 39, 42, 48]"
minor-seventh,"[38, 40, 43, 47]"
minor-seventh,"[31, 38, 40, 47]"
dominant,"[32, 35, 38, 40]"
other,"[31, 34, 37, 40]"
dominant,"[35, 38, 40, 44]"
other,"[34, 37, 40, 43]"
dominant,"[38, 40, 44, 47]"
other,"[38, 41, 44, 47]"
dominant,"[40, 44, 47, 50]"
other,"[40, 43, 46, 49]"
dominant,"[32, 35, 38, 40]"
dominant,"[26, 32, 35, 40]"
other,"[37, 43, 46, 52]"
dominant,"[28, 35, 38, 44]"
other,"[28, 34, 37, 43]"
dominant,"[32, 38, 40, 47]"
other,"[32, 38, 41, 47]"
dominant,"[35, 40, 44, 50]"
other,"[34, 40, 43, 49]"
dominant,"[38, 44, 47, 52]"
other,"[31, 34, 37, 40]"
other,"[34, 37, 40, 43]"
other,"[38, 41, 44, 47]"
other,"[40, 43, 46, 49]"
major-sixth,"[40, 44, 47, 49]"
minor-seventh,"[40, 43, 47, 50]"
dominant,"[40, 44, 47, 50]"
major-sixth,"[28, 32, 35, 37]"
half-diminished,"[34, 38, 40, 43]"
major-sixth,"[35, 40, 44, 49]"
half-diminished,"[28, 34, 38, 43]"
major,"[32, 37, 40, 47]"
minor-seventh,"[26, 31, 35, 40]"
dominant,"[20, 26, 28, 35]"
minor-sixth,"[25, 31, 35, 40]"
major-minor,"[31, 39, 42, 47]"
minor-seventh,"[31, 38, 40, 47]"
minor-sixth,"[25, 31, 35, 40]"
major-seventh,"[28, 35, 44, 51, 59]"
dominant,"[28, 35, 38, 44, 49, 52]"
major-seventh,"[28, 35, 40, 44, 51, 56]"
dominant-ninth,"[28, 35, 38, 42, 44, 49]"
major-sixth,"[28, 35, 37, 39, 42, 44, 47]"
minor-seventh,"[28, 35, 38, 43, 50, 54]"
dominant,"[28, 35, 38, 44, 47]"
major-seventh,"[28, 35, 40, 51, 56, 59]"
dominant,"[28, 35, 38, 44, 49, 52]"
major-seventh,"[16, 23, 28, 32, 35, 39, 44]"
dominant-ninth,"[28, 35, 38, 42, 44, 49]"
major-sixth,"[28, 35, 37, 39, 42, 44, 47]"
minor-seventh,"[28, 35, 43, 47, 50, 54]"
dominant,"[28, 35, 38, 44, 47]"
major,"[16, 23, 28, 39, 44, 47]"
minor-seventh,"[28, 35, 43, 50, 54]"
dominant,"[28, 35, 38, 44, 47]"
major-seventh,"[28, 35, 40, 51, 56, 59]"
minor-seventh,"[28, 35, 43, 50, 54]"
dominant,"[28, 35, 38, 44, 47]"
major-seventh,"[28, 35, 40, 51, 56, 59]"
minor-seventh,"[28, 35, 38, 43, 47, 54]"
dominant,"[28, 35, 40, 50, 56, 59]"
major-seventh,"[28, 35, 39, 47, 56, 59]"
minor-seventh,"[28, 35, 38, 47, 55, 57]"
dominant,"[28, 35, 38, 44, 50, 52]"
major-seventh,"[27, 30, 32, 35]"
dominant,"[28, 41, 44, 47, 50]"
minor-seventh,"[26, 30, 31, 35]"
dominant,"[28, 35, 38, 41, 45]"
half-diminished,"[28, 46, 50, 52, 55]"
dominant,"[16, 32, 36, 38, 41]"
dominant,"[28, 44, 47, 50, 53]"
dominant,"[16, 35, 38, 41, 44]"
dominant,"[32, 35, 38, 41]"
major-seventh,"[28, 42, 44, 47, 51]"
dominant,"[16, 32, 37, 38, 41]"
minor-seventh,"[35, 38, 40, 45]"
minor-sixth,"[28, 43, 47, 49, 52]"
major-seventh,"[28, 44, 49, 51, 54]"
half-diminished,"[28, 34, 38, 40, 45]"
dominant,"[32, 37, 38, 41]"
major-seventh,"[27, 30, 32, 35]"
diminished-seventh,"[28, 37, 40, 43, 46]"
minor-seventh,"[28, 35, 38, 40, 45]"
dominant,"[16, 29, 32, 35, 40]"
major-seventh,"[28, 39, 42, 44, 47]"
diminished-seventh,"[28, 37, 40, 43, 46]"
minor-seventh,"[28, 35, 38, 40, 45]"
dominant,"[16, 29, 32, 35, 40]"
major-seventh,"[27, 30, 32, 35]"
minor-seventh,"[28, 47, 50, 52, 57]"
minor-seventh,"[16, 35, 38, 40, 45]"
dominant,"[16, 29, 32, 35, 40]"
major-seventh,"[28, 39, 42, 44, 47]"
diminished-seventh,"[28, 37, 40, 43, 46]"
minor-seventh,"[28, 35, 38, 40, 45]"
dominant,"[28, 41, 44, 47, 52]"
minor-seventh,"[28, 47, 50, 52, 55]"
dominant,"[28, 41, 44, 47, 50]"
dominant,"[28, 41, 44, 47, 52]"
dominant,"[28, 38, 41, 44, 47]"
major-seventh,"[27, 30, 32, 35]"
dominant,"[28, 41, 44, 47, 50]"
minor-seventh,"[26, 30, 31, 35]"
dominant,"[28, 35, 38, 41, 45]"
half-diminished,"[28, 46, 50, 52, 57]"
dominant,"[28, 38, 41, 44, 48]"
minor-seventh,"[28, 47, 50, 52, 57]"
minor-sixth,"[28, 43, 47, 49, 52]"
major-seventh,"[28, 47, 51, 52, 56]"
minor-seventh,"[28, 35, 38, 40, 45]"
dominant,"[28, 42, 43, 47, 50]"
minor-seventh,"[28, 38, 42, 43, 47]"
dominant,"[16, 38, 42, 44, 49]"
dominant,"[28, 42, 43, 47, 50]"
minor-seventh,"[28, 42, 43, 47, 50]"
dominant,"[28, 35, 38, 41, 43]"
major-sixth,"[28, 44, 49, 51, 54]"
major-seventh,"[28, 42, 44, 47]"
dominant,"[28, 38, 40, 44]"
dominant,"[28, 38, 42, 46]"
minor-seventh,"[28, 38, 43, 47, 52]"
dominant,"[28, 38, 43, 45, 54]"
minor-seventh,"[28, 38, 43, 45]"
dominant-ninth,"[28, 38, 42, 44]"
minor-seventh,"[28, 43, 45]"
dominant-ninth,"[28, 38, 40, 44]"
dominant-ninth,"[28, 38, 42, 46]"
dominant,"[28, 41, 44, 50]"
major-seventh,"[28, 47, 51, 56]"
minor-seventh,"[40, 43, 47, 55]"
minor-seventh,"[39, 43, 47, 55]"
minor-seventh,"[38, 43, 47, 55]"
dominant,"[28, 38, 44, 49]"
major-seventh,"[28, 39, 51, 56]"
dominant,"[28, 32, 38, 44]"
half-diminished,"[28, 31, 38, 46]"
dominant,"[28, 38, 44, 53]"
dominant,"[28, 32, 38, 43, 48]"
dominant,"[28, 32, 38, 42]"
dominant,"[28, 32, 38, 41, 44]"
major-13th,"[28, 38, 44, 49, 56]"
minor-seventh,"[28, 38, 44, 49, 56]"
dominant,"[28, 32, 38, 41, 44, 48]"
major-seventh,"[28, 42, 44, 47]"
minor-seventh,"[27, 43, 47]"
minor-ninth,"[28, 37, 44, 49]"
dominant-ninth,"[28, 42, 46]"
major-seventh,"[28, 39, 47, 51]"
minor-seventh,"[28, 38, 43, 47, 52]"
dominant,"[28, 38, 43, 45, 54]"
minor-seventh,"[28, 38, 43, 45]"
dominant-ninth,"[28, 38, 42, 44]"
minor-seventh,"[28, 43, 45]"
dominant-ninth,"[28, 38, 40, 44]"
dominant-ninth,"[28, 38, 42, 46]"
dominant,"[28, 41, 44, 50]"
major-seventh,"[28, 47, 51, 56]"
minor-seventh,"[28, 35, 38, 45]"
minor-seventh,"[28, 35, 38, 46]"
minor-seventh,"[28, 38, 42, 47]"
minor-ninth,"[28, 38, 42, 45]"
dominant-13th,"[28, 41, 44, 49]"
minor-sixth,"[28, 43, 49, 52]"
minor-seventh,"[28, 38, 55]"
minor-ninth,"[28, 35, 38, 43]"
minor-seventh,"[28, 35, 38, 43]"
diminished-seventh,"[28, 37, 43, 46, 49]"
minor-seventh,"[28, 38, 40, 43]"
dominant-ninth,"[28, 38, 40, 44]"
minor-11th,"[28, 38, 40, 43, 45]"
dominant,"[16, 38, 41, 47]"
half-diminished,"[28, 38, 43, 46, 52]"
dominant,"[28, 38, 41, 44, 48]"
major,"[28, 39, 43, 47, 51, 54]"
none,"[32, 37, 42, 47, 51]"
minor-seventh,"[28, 33, 38, 43, 47]"
minor-seventh,"[28, 33, 38, 43, 47]"
minor-seventh,"[33, 40, 45, 50, 55, 59]"
minor-seventh,"[28, 33, 38, 43, 47]"
minor-seventh,"[28, 33, 38, 43, 47]"
minor-seventh,"[28, 33, 38, 43, 47]"
minor-seventh,"[33, 40, 45, 50, 55, 59]"
minor-seventh,"[28, 33, 38, 43, 47]"
none,"[33, 38, 43, 48, 52]"
minor-seventh,"[28, 33, 38, 43, 47]"
minor-seventh,"[28, 33, 40, 43, 47]"
none,"[26, 33, 38, 43, 48, 52]"
minor-seventh,"[33, 40, 45, 50, 55, 59]"
minor-seventh,"[28, 33, 40, 43, 47]"
none,"[33, 38, 43, 48, 52]"
minor-seventh,"[28, 33, 38, 43, 47]"
minor-seventh,"[28, 33, 40, 43, 47]"
none,"[26, 33, 38, 43, 48, 52]"
minor-seventh,"[33, 40, 45, 50, 55, 59]"
minor-seventh,"[28, 33, 40, 43, 47]"
none,"[32, 37, 42, 47, 51]"
minor-seventh,"[28, 33, 38, 43, 47]"
minor-seventh,"[28, 33, 38]"
minor-seventh,"[33, 40, 45, 50, 55, 59]"
minor-seventh,"[28, 33, 38, 43, 47]"
minor-seventh,"[28, 33, 38, 43, 47]"
minor-seventh,"[28, 33, 38, 43, 47]"
minor-seventh,"[33, 40, 45, 50, 55, 59]"
minor-seventh,"[28, 30, 38, 43, 47]"
minor-seventh,"[31, 38, 40, 47]"
minor-seventh,"[28, 35, 38, 43]"
major-minor,"[31, 39, 42, 47]"
minor-sixth,"[37, 43, 47, 52]"
minor-sixth,"[28, 35, 37, 43]"
major-sixth,"[32, 35, 37, 40]"
diminished,"[31, 34, 37, 40]"
major-sixth,"[32, 35, 37, 40]"
diminished,"[31, 34, 37, 40]"
major-sixth,"[28, 32, 35, 37, 40]"
dominant,"[28, 38, 41, 44, 47]"
major-sixth,"[28, 35, 37, 40, 44]"
dominant,"[28, 41, 44, 47, 50]"
major-sixth,"[28, 37, 40, 44, 47]"
dominant,"[28, 44, 47, 50, 53]"
major-sixth,"[28, 40, 44, 47, 49]"
dominant,"[28, 47, 50, 53, 56]"
major-sixth,"[28, 44, 47, 49, 52]"
other,"[37, 40, 43, 46]"
dominant,"[28, 44, 47, 50, 53]"
major-sixth,"[28, 32, 35, 37, 40]"
major-sixth,"[25, 32, 35, 40]"
major-sixth,"[32, 35, 37, 40]"
major-sixth,"[25, 32, 35, 40]"
other,"[31, 34, 37, 40]"
other,"[37, 43, 46, 52]"
major-sixth,"[32, 35, 37, 40]"
other,"[31, 34, 37, 40]"
major-sixth,"[35, 37, 40, 44]"
other,"[31, 34, 37, 40]"
major-sixth,"[32, 35, 37, 40]"
major-sixth,"[25, 32, 35, 37, 40]"
other,"[37, 43, 46, 49, 52]"
major-sixth,"[28, 35, 37, 40, 44]"
other,"[37, 43, 46, 49, 52]"
major-sixth,"[25, 32, 35, 37, 40]"
major-sixth,"[40, 44, 47, 49]"
major-sixth,"[25, 28, 32, 35]"
major-sixth,"[28, 37, 40, 47]"
minor-seventh,"[31, 35, 38, 40]"
other,"[39, 42, 45, 48]"
minor-seventh,"[26, 31, 35, 40]"
other,"[33, 39, 42, 48]"
minor-seventh,"[38, 40, 43, 47]"
minor-seventh,"[31, 38, 40, 47]"
dominant,"[32, 35, 38, 40]"
other,"[31, 34, 37, 40]"
dominant,"[35, 38, 40, 44]"
other,"[34, 37, 40, 43]"
dominant,"[38, 40, 44, 47]"
other,"[38, 41, 44, 47]"
dominant,"[40, 44, 47, 50]"
other,"[40, 43, 46, 49]"
dominant,"[32, 35, 38, 40]"
dominant,"[26, 32, 35, 40]"
other,"[37, 43, 46, 52]"
dominant,"[28, 35, 38, 44]"
other,"[28, 34, 37, 43]"
dominant,"[32, 38, 40, 47]"
other,"[32, 38, 41, 47]"
dominant,"[35, 40, 44, 50]"
other,"[34, 40, 43, 49]"
dominant,"[38, 44, 47, 52]"
other,"[31, 34, 37, 40]"
other,"[34, 37, 40, 43]"
other,"[38, 41, 44, 47]"
other,"[40, 43, 46, 49]"
major,"[28, 39, 44, 49, 54, 58]"
dominant,"[28, 38, 44, 48, 52, 55]"
minor-ninth,"[28, 31, 38, 42, 47]"
minor-11th,"[28, 31, 38, 42, 45]"
dominant,"[28, 44, 50, 53, 61]"
major,"[28, 32, 37, 42, 46]"
dominant,"[28, 38, 44, 48, 52, 55]"
minor-11th,"[28, 31, 37, 40, 45]"
dominant,"[28, 32, 38, 43, 48]"
minor-ninth,"[16, 43, 47, 50, 54]"
minor-seventh,"[16, 47, 50, 55]"
major,"[16, 44, 49, 54, 58]"
dominant,"[16, 44, 48, 52, 55]"
minor-ninth,"[16, 38, 42, 43, 47]"
dominant-ninth,"[17, 39, 43, 44, 48]"
dominant,"[26, 29, 32, 37, 50]"
minor-ninth,"[27, 30, 31, 35, 45]"
major,"[16, 58, 66, 70]"
dominant,"[16, 55, 64, 67]"
minor-ninth,"[16, 47, 55, 59]"
dominant-ninth,"[28, 32, 38, 42, 46]"
minor-11th,"[28, 31, 38, 42, 45]"
dominant,"[28, 38, 50, 53, 56, 61]"
major,"[16, 37, 42, 46]"
dominant,"[16, 44, 50, 55]"
minor-11th,"[16, 37, 40, 42, 45]"
dominant,"[16, 38, 41, 44, 48]"
minor-ninth,"[16, 43, 47, 50, 54]"
minor-seventh,"[16, 47, 50, 52, 55]"
major,"[20, 27, 49, 51, 54, 58]"
dominant,"[16, 44, 48, 50, 55]"
minor-sixth,"[16, 23, 31, 37, 42, 47]"
dominant,"[28, 38, 42, 44, 49, 52]"
major,"[28, 39, 44, 51, 56]"
dominant,"[28, 38, 42, 44, 49]"
major,"[28, 35, 39, 42, 44, 47]"
minor-seventh,"[28, 35, 43, 45, 50, 54]"
dominant,"[28, 38, 38, 42, 44, 47]"
major,"[28, 39, 47, 51, 59]"
dominant,"[28, 38, 42, 44, 49, 52]"
major,"[16, 32, 35, 39, 44]"
dominant,"[28, 38, 42, 44, 49]"
major,"[28, 35, 39, 42, 44, 47]"
minor-seventh,"[28, 43, 47, 50, 54]"
dominant,"[21, 28, 32, 35, 37, 40]"
major,"[28, 35, 39, 42, 44, 47]"
minor-seventh,"[28, 35, 43, 45, 50, 54]"
dominant,"[33, 44, 52, 56, 59, 64]"
major,"[28, 39, 47, 51, 54, 59]"
minor-seventh,"[28, 35, 43, 45, 50, 54]"
dominant,"[33, 40, 44, 47, 49, 52]"
major,"[28, 35, 39, 42, 44, 47]"
minor-seventh,"[28, 35, 43, 45, 50, 54]"
dominant,"[21, 28, 44, 47, 49, 52]"
major,"[28, 35, 51, 54, 56, 59]"
minor-seventh,"[40, 43, 47, 50, 54, 57]"
dominant,"[28, 38, 42, 44, 49, 52]"
