label,notes
major-sixth,0000000000000000000000000001000100101000000000000000000000000000000000000000000000000000
half-diminished,0000000000000000000000000000000001000101001000000000000000000000000000000000000000000000
major-sixth,0000000000000000000000000000000000100001000100001000000000000000000000000000000000000000
half-diminished,0000000000000000000000000001000001000100001000000000000000000000000000000000000000000000
major,0000000000000000000000000000000100001001000000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000100001000100001000000000000000000000000000000000000000000000000
dominant,0000000000000000000100000101000000100000000000000000000000000000000000000000000000000000
minor-sixth,0000000000000000000000001000001000100001000000000000000000000000000000000000000000000000
major-minor,0000000000000000000000000000001000000010010000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000001000000101000000100000000000000000000000000000000000000000
minor-sixth,0000000000000000000000001000001000100001000000000000000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000000100000000100000010000000100000000000000000000000000000
dominant,0000000000000000000000000001000000100100000100001001000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000000100001000100000010000100000000000000000000000000000000
dominant-ninth,0000000000000000000000000001000000100100010100001000000000000000000000000000000000000000
major-sixth,0000000000000000000000000001000000101010010100100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000100100001000000100010000000000000000000000000000000000
dominant,0000000000000000000000000001000000100100000100100000000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000000100001000000000010000100100000000000000000000000000000
dominant,0000000000000000000000000001000000100100000100001001000000000000000000000000000000000000
major-seventh,0000000000000001000000100001000100100010000100000000000000000000000000000000000000000000
dominant-ninth,0000000000000000000000000001000000100100010100001000000000000000000000000000000000000000
major-sixth,0000000000000000000000000001000000101010010100100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000100000001000100100010000000000000000000000000000000000
dominant,0000000000000000000000000001000000100100000100100000000000000000000000000000000000000000
major,0000000000000001000000100001000000000010000100100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000100000001000000100010000000000000000000000000000000000
dominant,0000000000000000000000000001000000100100000100100000000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000000100001000000000010000100100000000000000000000000000000
minor-seventh,0000000000000000000000000001000000100000001000000100010000000000000000000000000000000000
dominant,0000000000000000000000000001000000100100000100100000000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000000100001000000000010000100100000000000000000000000000000
minor-seventh,0000000000000000000000000001000000100100001000100000010000000000000000000000000000000000
dominant,0000000000000000000000000001000000100001000000000100000100100000000000000000000000000000
major-seventh,0000000000000000000000000001000000100010000000100000000100100000000000000000000000000000
minor-seventh,0000000000000000000000000001000000100100000000100000001010000000000000000000000000000000
dominant,0000000000000000000000000001000000100100000100000101000000000000000000000000000000000000
major-seventh,0000000000000000000000000010010100100000000000000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000000100100100100000000000000000000000000000000000000
minor-seventh,0000000000000000000000000100011000100000000000000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000100100100010000000000000000000000000000000000000000000
half-diminished,0000000000000000000000000001000000000000000001000101001000000000000000000000000000000000
dominant,0000000000000001000000000000000100010100100000000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000000000100100100100000000000000000000000000000000000
dominant,0000000000000001000000000000000000100100100100000000000000000000000000000000000000000000
dominant,0000000000000000000000000000000100100100100000000000000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000000000000010100100010000000000000000000000000000000000000
dominant,0000000000000001000000000000000100001100100000000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000000100101000010000000000000000000000000000000000000000000
minor-sixth,0000000000000000000000000001000000000000001000101001000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000000000000000100001010010000000000000000000000000000000000
half-diminished,0000000000000000000000000001000001000101000010000000000000000000000000000000000000000000
dominant,0000000000000000000000000000000100001100100000000000000000000000000000000000000000000000
major-seventh,0000000000000000000000000010010100100000000000000000000000000000000000000000000000000000
diminished-seventh,0000000000000000000000000001000000001001001001000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000100101000010000000000000000000000000000000000000000000
dominant,0000000000000001000000000000100100100001000000000000000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000000000010010100100000000000000000000000000000000000000000
